Nodules	Area	Mean	Min	Max
2+187_9B.xls:1	0.005	96.891	82	136
2+187_9B.xls:2	0.006	96.911	76	121
2+187_9B.xls:3	0.008	96.492	79	128
2+187_9B.xls:4	0.008	91.795	71	124
2+187_9B.xls:5	0.011	84.622	45	138
2+187_9B.xls:6	0.013	88.322	62	130
2+187_9B.xls:7	0.016	92.565	69	135
2+200_1.xls:1	0.031	92.448	61	139
2+200_1.xls:2	0.02	100.988	72	146
2+200_10.xls:1	0.035	68.467	53	97
2+200_10.xls:2	0.044	61.315	37	106
2+200_10.xls:3	0.01	85.945	74	108
2+200_10.xls:4	0.013	86.428	68	118
2+200_10.xls:5	0.007	96.058	82	116
2+200_10.xls:6	0.011	98.878	78	121
2+200_10.xls:7	0.011	94.435	75	111
2+200_10.xls:8	0.007	102.653	83	126
2+200_10.xls:9	0.009	72.281	51	97
2+200_10.xls:10	0.004	105.27	82	130
2+200_10.xls:11	0.014	87.499	59	115
2+200_10.xls:12	0.011	89.902	73	114
2+200_10.xls:13	0.011	87.565	62	121
2+200_2.xls:1	0.017	75.133	54	99
2+200_4.xls:1	0.028	99.995	82	133
2+200_4.xls:2	0.015	108.852	99	130
2+200_6.xls:1	0.01	93.08	76	112
2+200_6.xls:2	0.009	101.797	82	132
2+200_6.xls:3	0.011	97.086	64	139
2+200_6.xls:4	0.002	98.714	73	128
2+200_6.xls:5	0.015	87.641	56	138
2+200_6.xls:6	0.018	98.188	69	143
2+200_6.xls:7	0.003	93.846	70	121
2+200_6.xls:8	0.005	114.752	95	141
2+200_6.xls:9	0.013	95.313	77	123
2+200_6.xls:10	0.016	95.017	74	131
2+200_6.xls:11	0.051	79.314	42	135
2+200_6.xls:12	0.015	98.299	68	135
2+200_7.xls:1	0.004	115.82	67	143
2+200_8.xls:1	0.007	104.391	90	128
2+200_8.xls:2	0.007	102.545	78	128
2+200_8.xls:3	0.007	90.686	52	128
2+200_8.xls:4	0.005	99.073	77	130
2+200_8.xls:5	0.007	104.295	53	129
2+200_8.xls:6	0.006	98.399	42	146
2+200_9.xls:1	0.008	98.263	85	120
2+200_9.xls:2	0.011	94.025	78	126
2+200_9.xls:3	0.002	109.382	99	121
2+200_9.xls:4	0.019	77.442	63	101
2+200_9.xls:5	0.017	87.453	69	108
2+200_9.xls:6	0.01	80.986	64	107
2+200_9.xls:7	0.007	78.592	66	93
2+200_9.xls:8	0.055	51.992	26	93
2+200_9.xls:9	0.007	94.826	83	119
2+200_9.xls:10	0.005	93.56	80	112
2+200_9.xls:11	0.003	99.215	84	117
2+200_9.xls:12	0.012	85.981	72	114
2+200_9.xls:13	0.008	87.926	77	104
2+200_9.xls:14	0.007	85.863	72	103
2+200_9.xls:15	0.006	84.081	71	104
2+200_9.xls:16	0.008	82.009	62	105
2+200_9.xls:17	0.01	98.307	80	118
2+4_1.xls:1	0.017	72.184	50	134
2+4_1.xls:2	0.021	78.345	50	135
2+4_1.xls:3	0.019	73.029	52	124
2+4_1.xls:4	0.011	76.224	55	122
2+4_1.xls:5	0.01	91.834	65	126
2+4_1.xls:6	0.008	99.792	59	135
2+4_1.xls:7	0.008	80.832	47	122
2+4_1.xls:8	0.012	79.266	57	120
2+4_1.xls:9	0.006	94.083	61	136
2+4_1.xls:10	0.006	85.137	59	141
2+4_1.xls:11	0.004	94.698	45	137
2+4_1.xls:12	0.004	88.543	62	125
2+4_1.xls:13	0.005	92.609	56	128
2+4_1.xls:14	0.005	97.241	52	139
2+4_1.xls:15	0.003	89.058	64	126
2+4_1.xls:16	0.004	93.758	59	119
2+4_1.xls:17	0.003	99.181	76	126
2+4_1.xls:18	0.005	98.693	65	131
2+4_10.xls:1	0.025	74.168	52	108
2+4_10.xls:2	0.006	85.589	63	122
2+4_10.xls:3	0.01	74.686	54	118
2+4_10.xls:4	0.003	98.812	80	122
2+4_10.xls:5	0.004	75.073	50	107
2+4_10.xls:6	0.004	75.289	55	102
2+4_10.xls:7	0.013	60.721	47	99
2+4_10.xls:8	0.032	55.137	38	101
2+4_10.xls:9	0.02	72.213	54	126
2+4_10.xls:10	0.022	82.676	57	124
2+4_10.xls:11	0.013	80.622	60	129
2+4_10.xls:12	0.009	81.983	63	116
2+4_10.xls:13	0.019	64.144	47	113
2+4_10.xls:14	0.023	67.722	46	111
2+4_10.xls:15	0.024	58.772	40	102
2+4_10.xls:16	0.014	67.496	41	111
2+4_10.xls:17	0.021	83.517	63	119
2+4_10.xls:18	0.015	68.381	51	99
2+4_10.xls:19	0.019	75.267	55	123
2+4_10.xls:20	0.032	62.277	40	114
2+4_10.xls:21	0.031	58.791	33	107
2+4_10.xls:22	0.022	59.067	39	108
2+4_10.xls:23	0.006	63.994	46	105
2+4_2.xls:1	0.015	73.656	47	123
2+4_3.xls:1	0.053	71.771	50	116
2+4_3.xls:2	0.039	75.182	53	107
2+4_3.xls:3	0.015	86.332	71	110
2+4_3.xls:4	0.022	86.79	74	110
2+4_3.xls:5	0.042	70.446	54	103
2+4_3.xls:6	0.02	76.808	62	118
2+4_3.xls:7	0.018	89.137	76	110
2+4_3.xls:8	0.011	93.927	78	120
2+4_3.xls:9	0.03	69.664	43	132
2+4_3.xls:10	0.031	74.149	45	134
2+4_3.xls:11	0.007	88.312	71	113
2+4_3.xls:12	0.008	83.553	61	127
2+4_4.xls:1	0.011	81.836	68	110
2+4_4.xls:2	0.029	72.921	46	117
2+4_4.xls:3	0.066	70.403	51	117
2+4_4.xls:4	0.009	98.997	89	120
2+4_4.xls:5	0.021	80.1	64	111
2+4_4.xls:6	0.008	84.378	70	104
2+4_4.xls:7	0.016	83.177	67	110
2+4_4.xls:8	0.031	63.841	45	110
2+4_4.xls:9	0.013	71.325	50	112
2+4_4.xls:10	0.077	57.621	36	130
2+4_4.xls:11	0.006	88.767	66	121
2+4_4.xls:12	0.042	70.819	48	117
2+4_4.xls:13	0.019	76.263	53	121
2+4_4.xls:14	0.015	76.208	60	105
2+4_4.xls:15	0.014	80.972	63	104
2+4_4.xls:16	0.021	74.821	59	112
2+4_4.xls:17	0.015	86.653	66	125
2+4_4.xls:18	0.02	80.884	65	119
2+4_4.xls:19	0.012	64.399	45	121
2+4_4.xls:20	0.029	62.985	42	117
2+4_4.xls:21	0.021	82.649	68	108
2+4_4.xls:22	0.025	64.578	47	113
2+4_4.xls:23	0.017	74.616	40	129
2+4_4.xls:24	0.015	68.115	45	112
2+4_4.xls:25	0.019	70.91	47	127
2+4_4.xls:26	0.013	67.804	42	109
2+4_4.xls:27	0.01	68.331	53	119
2+4_4.xls:28	0.012	69.071	44	111
2+4_4.xls:29	0.013	77.484	47	134
2+4_5.xls:1	0.019	91.478	63	127
2+4_5.xls:2	0.014	67.53	41	122
2+4_5.xls:3	0.042	79.827	42	131
2+4_5.xls:4	0.032	80.538	53	131
2+4_5.xls:5	0.019	87.421	67	126
2+4_5.xls:6	0.025	64.502	36	135
2+4_5.xls:7	0.011	87.933	57	143
2+4_5.xls:8	0.009	99.678	68	137
2+4_5.xls:9	0.022	81.062	51	117
2+4_5.xls:10	0.042	84.01	54	127
2+4_5.xls:11	0.031	88.604	59	134
2+4_5.xls:12	0.008	104.055	90	125
2+4_5.xls:13	0.021	93.638	66	142
2+4_6.xls:1	0.009	108.76	88	132
2+4_7.xls:1	0.033	74.778	57	104
2+4_7.xls:2	0.019	90.137	74	118
2+4_7.xls:3	0.053	79.493	54	110
2+4_7.xls:4	0.005	105.997	97	117
2+4_7.xls:5	0.019	99.572	82	124
2+4_7.xls:6	0.009	87.325	68	111
2+4_7.xls:7	0.011	96.461	79	116
2+4_7.xls:8	0.012	90.714	71	125
2+4_7.xls:9	0.016	79.72	53	126
2+4_7.xls:10	0.015	70.728	51	116
2+4_7.xls:11	0.021	78.779	56	108
2+4_7.xls:12	0.008	102.067	88	127
2+4_7.xls:13	0.005	99.312	82	122
2+4_7.xls:14	0.005	99.312	82	122
2+4_7.xls:15	0.027	93.94	67	111
2+4_8.xls:1	0.004	103.027	91	117
2+4_8.xls:2	0.007	92.38	75	114
2+4_8.xls:3	0.01	92.812	67	133
2+4_8.xls:4	0.011	96.976	71	150
2+4_8.xls:5	0.007	93.547	75	132
2+4_8.xls:6	0.005	102.547	90	131
2+4_8.xls:7	0.009	88.661	71	125
2+4_8.xls:8	0.02	95.567	63	160
2+4_8.xls:9	0.013	89.437	72	108
2+4_8.xls:10	0.005	115.474	104	128
2+4_8.xls:11	0.006	117.053	101	136
2+4_8.xls:12	0.002	134.918	128	143
2+4_8.xls:13	0.003	126.458	119	139
2+4_8.xls:14	0.003	129.088	113	146
2+4_8.xls:15	0.007	117.305	99	138
2+4_9.xls:1	0.023	77.292	62	104
2+4_9.xls:2	0.01	75.127	46	118
2+4_9.xls:3	0.012	74.101	57	109
2+4_9.xls:4	0.008	82.025	53	108
2+4_9.xls:5	0.01	79.558	57	120
2+4_9.xls:6	0.012	93.403	70	127
2+4_9.xls:7	0.016	94.293	72	127
2+4_9.xls:8	0.028	71.914	50	124
2+4_9.xls:9	0.035	67.176	44	120
2+4_9.xls:10	0.023	81.695	60	135
2+4_9.xls:11	0.017	71.246	49	130
2+4_9.xls:12	0.009	103.566	88	132
2+4_9.xls:13	0.015	87.915	66	128
2+4_9.xls:14	0.026	81.991	59	123
200 _ 3.xls:1	0.036	71.697	44	122
200 _ 3.xls:2	0.058	74.908	41	131
200 _ 3.xls:3	0.046	80.874	54	141
200 _ 3.xls:4	0.034	54.905	31	133
200 _ 3.xls:5	0.04	67.663	37	131
200 _ 3.xls:6	0.041	82.596	54	137
200 _ 3.xls:7	0.031	81.749	48	132
200 _ 3.xls:8	0.024	72.066	50	129
200 _ 3.xls:9	0.023	59.843	30	133
200 _ 3.xls:10	0.031	75.035	39	128
200 _ 3.xls:11	0.03	71.897	40	133
200 _ 3.xls:12	0.021	96.124	56	133
200 _ 3.xls:13	0.015	82.461	37	138
200 _ 3.xls:14	0.007	99.438	72	135
200 _ 3.xls:15	0.027	69.823	42	128
200 _ 3.xls:16	0.021	91.78	59	137
200 _ 3.xls:17	0.037	52.131	22	122
200 _ 3.xls:18	0.013	79.061	42	127
200 _ 3.xls:19	0.002	97.881	71	120
200 _ 3.xls:20	0.01	91.331	59	131
200 _ 3.xls:21	0.008	111.406	61	142
200 _ 3.xls:22	0.024	124.424	61	145
200 _ 3.xls:23	0.015	113.681	68	147
200 _ 3.xls:24	0.004	130.779	122	141
200 _ 3.xls:25	0.028	70.864	30	135
200 _ 3.xls:26	0.021	81.556	42	132
200 _ 3.xls:27	0.009	95.237	61	132
200 _ 3.xls:28	0.041	89.292	37	137
200 _ 3.xls:29	0.027	86.779	45	135
200 _ 3.xls:30	0.011	113.223	72	140
200 _ 3.xls:31	0.022	85.226	44	139
200 _ 3.xls:32	0.008	97.366	54	134
200 _ 3.xls:33	0.025	52.779	21	115
200 _ 3.xls:34	0.015	76.152	45	130
200 _ 3.xls:35	0.036	104.818	56	139
200 _ 3.xls:36	0.012	106.07	65	136
200 _ 3.xls:37	0.009	114.903	83	142
200 _ 3.xls:38	0.019	91.77	38	142
200_1.xls:1	0.01	109.082	90	128
200_1.xls:2	0.016	94.987	79	124
200_1.xls:3	0.033	69.692	39	127
200_1.xls:4	0.024	71.879	34	120
200_1.xls:5	0.013	97.052	78	128
200_1.xls:6	0.002	107.944	93	119
200_1.xls:7	0.005	105.203	90	128
200_1.xls:8	0.006	107.628	93	129
200_1.xls:9	0.003	91.077	65	124
200_1.xls:10	0.013	95.346	77	131
200_1.xls:11	0.006	98.76	81	129
200_1.xls:12	0.008	73.782	50	107
200_1.xls:13	0.008	76.202	46	117
200_1.xls:14	0.011	60	33	114
200_1.xls:15	0.009	107.703	88	131
200_1.xls:16	0.009	110.593	94	133
200_1.xls:17	0.008	108.419	90	126
200_1.xls:18	0.012	94.926	75	125
200_1.xls:19	0.011	96.716	81	124
200_1.xls:20	0.02	85.494	51	134
200_1.xls:21	0.011	94.91	73	122
200_1.xls:22	0.013	94.821	79	126
200_1.xls:23	0.01	90.675	73	130
200_1.xls:24	0.009	112.021	96	136
200_1.xls:25	9.78E-04	115.875	112	120
200_1.xls:26	0.009	100.221	75	132
200_1.xls:27	0.004	119.771	108	135
200_1.xls:28	0.034	79.721	42	138
200_1.xls:29	0.008	100.524	79	124
200_1.xls:30	0.027	69.175	42	131
200_1.xls:31	0.022	90.511	66	137
200_1.xls:32	0.018	96.941	78	140
200_1.xls:33	0.014	74.241	43	115
200_1.xls:34	0.031	62.745	30	130
200_1.xls:35	0.015	70.175	42	133
200_1.xls:36	0.022	59.217	34	127
200_1.xls:37	0.051	61.814	29	123
200_1.xls:38	0.046	75.753	51	139
200_1.xls:39	0.022	89.675	75	123
200_1.xls:40	0.008	110.153	96	131
200_1.xls:41	0.018	89.877	66	129
200_1.xls:42	0.009	77.35	57	109
200_1.xls:43	0.031	75.534	43	136
200_1.xls:44	0.057	55.128	29	116
200_1.xls:45	0.024	84.005	52	139
200_1.xls:46	0.081	71.568	42	134
200_1.xls:47	0.008	114.493	99	142
200_1.xls:48	0.008	111.171	98	143
200_1.xls:49	0.022	82.078	47	120
200_1.xls:50	0.011	100.021	77	139
200_1.xls:51	0.012	97.615	77	124
200_1.xls:52	0.067	72.182	39	143
200_1.xls:53	0.029	82.205	53	129
200_1.xls:54	0.028	89.117	64	138
200_1.xls:55	0.017	110.411	93	138
200_1.xls:56	0.012	111.404	91	141
200_1.xls:57	0.097	50.237	25	109
200_1.xls:58	0.019	92.363	58	141
200_1.xls:59	0.096	51.207	21	135
200_1.xls:60	0.012	94.702	75	138
200_1.xls:61	0.012	97.486	77	143
200_1.xls:62	0.007	112.782	94	142
200_1.xls:63	0.011	112.923	94	141
200_1.xls:64	0.026	96.249	68	140
200_1.xls:65	0.04	68.915	33	129
200_1.xls:66	0.009	87.821	64	125
200_1.xls:67	0.008	105.212	86	131
200_1.xls:68	0.031	66.732	38	133
200_1.xls:69	0.008	93.936	63	126
200_1.xls:70	0.009	97.305	79	130
200_1.xls:71	0.015	100.493	79	134
200_1.xls:72	0.019	112.751	93	146
200_1.xls:73	0.021	74.653	46	128
200_1.xls:74	0.016	82.453	63	120
200_1.xls:75	0.033	72.589	47	105
200_1.xls:76	0.009	95.59	77	124
200_1.xls:77	0.014	92.104	66	141
200_1.xls:78	0.011	98.463	78	131
200_10.xls:1	0.005	79.288	43	126
200_10.xls:2	0.009	84.613	55	125
200_10.xls:3	0.009	81.538	63	121
200_10.xls:4	0.009	88.89	75	117
200_10.xls:5	0.008	93.232	76	111
200_10.xls:6	0.004	91.464	70	112
200_10.xls:7	0.004	101.978	93	112
200_10.xls:8	0.005	98.6	80	116
200_2.xls:1	0.008	111.826	98	126
200_2.xls:2	0.014	106.315	86	132
200_2.xls:3	0.016	106.489	79	132
200_2.xls:4	0.007	116.686	102	133
200_2.xls:5	0.016	96.571	71	134
200_2.xls:6	0.003	126.094	119	136
200_2.xls:7	0.004	123.773	114	139
200_2.xls:8	0.006	135.333	125	148
200_2.xls:9	0.005	128.365	118	139
200_2.xls:10	0.019	96.514	72	136
200_2.xls:11	0.019	89.407	60	136
200_2.xls:12	0.018	83.885	55	118
200_2.xls:13	0.016	85.278	64	133
200_2.xls:14	0.017	82.026	40	127
200_2.xls:15	0.024	91.541	68	135
200_2.xls:16	0.018	102.303	86	138
200_2.xls:17	0.02	70.264	45	114
200_2.xls:18	0.018	78.676	49	121
200_2.xls:19	0.014	81.985	53	117
200_2.xls:20	0.012	75.078	48	120
200_2.xls:21	0.006	115.717	97	136
200_2.xls:22	0.034	72.25	27	140
200_2.xls:23	0.032	80.331	49	133
200_2.xls:24	0.008	126.737	107	147
200_2.xls:25	0.008	118.631	103	136
200_2.xls:26	0.006	119.016	106	136
200_2.xls:27	0.046	64.312	31	142
200_2.xls:28	0.036	50.514	23	143
200_2.xls:29	0.052	72.804	31	152
200_2.xls:30	0.035	72.743	36	142
200_2.xls:31	0.009	85.239	54	129
200_2.xls:32	0.007	131.957	110	154
200_2.xls:33	0.018	85.728	52	134
200_2.xls:34	0.027	77.511	37	140
200_2.xls:35	0.007	116.871	98	143
200_2.xls:36	0.01	104.208	77	129
200_2.xls:37	0.008	111.375	89	141
200_2.xls:38	0.033	80.543	45	153
200_2.xls:39	0.035	84.046	44	140
200_2.xls:40	0.006	133.733	116	151
200_2.xls:41	0.019	99.013	70	130
200_2.xls:42	0.03	81.347	48	146
200_2.xls:43	0.036	90.63	51	150
200_2.xls:44	0.003	107.611	88	129
200_2.xls:45	0.008	112.01	93	140
200_2.xls:46	0.048	89.715	57	146
200_2.xls:47	0.053	84.666	44	155
200_2.xls:48	0.03	113.385	92	153
200_2.xls:49	0.022	85.72	49	127
200_2.xls:50	0.012	93.344	63	135
200_2.xls:51	0.009	108.769	89	135
200_2.xls:52	0.012	90.15	62	132
200_2.xls:53	0.028	98.584	71	146
200_2.xls:54	0.007	101.5	81	145
200_2.xls:55	0.02	74.798	32	146
200_2.xls:56	0.026	91.438	55	141
200_2.xls:57	0.014	87.488	56	128
200_2.xls:58	0.014	92.428	57	128
200_2.xls:59	0.01	102.218	78	142
200_2.xls:60	0.03	82.195	53	149
200_2.xls:61	0.003	118.865	104	133
200_2.xls:62	0.042	67.566	32	152
200_2.xls:63	0.006	118.786	98	138
200_2.xls:64	0.008	131.948	116	156
200_2.xls:65	0.016	75.816	50	107
200_2.xls:66	0.012	98.815	82	125
200_2.xls:67	0.043	74.657	37	125
200_2.xls:68	0.014	96.802	69	137
200_2.xls:69	0.008	102	80	135
200_2.xls:70	0.011	103.441	71	139
200_2.xls:71	0.009	103.438	88	134
200_2.xls:72	0.011	108.562	87	133
200_2.xls:73	0.017	94.467	66	125
200_6.xls:1	0.012	103.624	81	145
200_6.xls:2	0.009	101.556	84	135
200_6.xls:3	0.012	98.659	77	132
200_6.xls:4	0.006	115.735	97	139
200_6.xls:5	0.006	106.5	90	134
200_6.xls:6	0.017	98.53	64	130
200_7(1).xls:1	0.022	81.475	55	133
200_7(1).xls:2	0.013	83.382	66	139
200_7(1).xls:3	0.008	77.5	59	133
200_7(1).xls:4	0.006	95.635	80	117
200_7(1).xls:5	0.002	109.639	92	134
200_7(1).xls:6	0.008	92.566	65	139
200_7(1).xls:7	0.014	94.126	64	140
200_7(1).xls:8	0.005	98.314	76	127
200_7.xls:1	0.047	71.559	49	114
200_7.xls:2	0.006	89.878	74	105
200_7.xls:3	0.018	87.576	66	112
200_7.xls:4	0.031	67.875	49	104
200_7.xls:5	0.009	107.92	97	121
200_7.xls:6	0.015	91.962	68	116
200_7.xls:7	0.011	103.491	86	121
200_7.xls:8	0.012	110.059	95	126
200_7.xls:9	0.012	82.491	65	114
200_7.xls:10	0.017	59.444	38	103
200_7.xls:11	0.022	68.613	45	112
200_7.xls:12	0.007	98.547	89	109
200_7.xls:13	0.027	72.067	42	108
200_7.xls:14	0.024	74.133	53	109
200_7.xls:15	0.017	83.91	62	103
200_7.xls:16	0.015	84.313	62	113
200_7.xls:17	0.014	86.065	64	116
200_7.xls:18	0.007	108.861	92	129
200_7.xls:19	0.01	101.755	78	122
200_7.xls:20	0.016	76.305	54	107
200_7.xls:21	0.012	85.886	59	123
200_7.xls:22	0.03	60.183	37	103
200_7.xls:23	0.024	74.785	54	108
200_7.xls:24	0.034	59.207	38	100
200_7.xls:25	0.048	62.545	30	111
200_7.xls:26	0.053	65.408	39	127
200_7.xls:27	0.012	97.541	77	121
200_7.xls:28	0.021	89.404	72	116
200_7.xls:29	0.022	85.549	64	111
200_7.xls:30	0.02	89.895	65	123
200_7.xls:31	0.019	97.416	77	121
200_7.xls:32	0.019	92.092	66	122
200_7.xls:33	0.014	104.887	89	134
200_7.xls:34	0.012	95.582	75	117
200_7.xls:35	0.015	92.742	77	122
200_7.xls:36	0.016	86.292	68	121
200_7.xls:37	0.02	83.479	65	113
200_7.xls:38	0.007	110.945	101	123
200_7.xls:39	0.026	90.373	77	114
200_7.xls:40	0.026	90.373	77	114
200_7.xls:41	0.016	86.667	74	116
200_7.xls:42	0.049	72.273	39	122
200_7.xls:43	0.061	53.991	25	129
200_7.xls:44	0.035	60.125	33	135
200_7.xls:45	0.019	93.267	68	120
200_8.xls:1	0.04	79.534	58	113
200_8.xls:2	0.02	108.679	91	122
200_8.xls:3	0.031	100.174	60	122
200_8.xls:4	0.039	111.035	84	127
200_8.xls:5	0.046	99.345	69	124
200_8.xls:6	0.037	93.86	55	131
200_8.xls:7	0.036	109.873	79	129
200_8.xls:8	0.023	113.892	90	128
200_8.xls:9	0.027	98.426	72	119
200_8.xls:10	0.072	89.096	55	124
200_8.xls:11	0.039	99.941	61	125
200_8.xls:12	0.044	104.311	67	126
200_8.xls:13	0.022	100.933	70	126
200_8.xls:14	0.062	96.714	64	127
200_8.xls:15	0.031	113.165	78	129
200_8.xls:16	0.034	90.331	54	115
200_9.xls:1	0.004	110.175	75	144
200_9.xls:2	0.002	122.892	107	140
200_9.xls:3	0.007	105.099	83	142
200_9.xls:4	0.015	101.809	84	139
200_9.xls:5	0.012	99.31	82	137
200_9.xls:6	0.004	97.633	73	117
200_9.xls:7	0.005	103.82	81	127
200_9.xls:8	0.013	106.16	86	132
2_1.xls:1	0.023	73.517	41	116
2_1.xls:2	0.033	63.98	32	133
2_1.xls:3	0.015	92.437	67	120
2_1.xls:4	0.01	93.026	72	119
2_1.xls:5	0.053	56.552	24	128
2_1.xls:6	0.005	103	81	124
2_1.xls:7	0.042	70.245	38	124
2_1.xls:8	0.117	60.305	38	128
2_1.xls:9	0.089	71.331	35	138
2_1.xls:10	0.018	101.946	84	129
2_1.xls:11	0.095	62.593	36	126
2_1.xls:12	0.081	53.923	31	137
2_1.xls:13	0.014	85.984	71	124
2_1.xls:14	0.043	64.605	44	132
2_1.xls:15	0.055	57.122	29	138
2_1.xls:16	0.01	93.762	72	123
2_1.xls:17	0.026	85.764	63	134
2_1.xls:18	0.013	73.362	47	117
2_1.xls:19	0.031	73.762	43	141
2_1.xls:20	0.012	84.527	66	128
2_10.xls:1	0.01	107.569	93	144
2_10.xls:2	0.014	104.022	84	132
2_10.xls:3	0.011	107.42	92	133
2_10.xls:4	0.013	92.097	73	126
2_10.xls:5	0.018	87.7	72	123
2_10.xls:6	0.017	78.392	51	113
2_10.xls:7	0.017	75.899	52	115
2_10.xls:8	0.015	73.898	54	103
2_2.xls:1	0.069	44.468	23	104
2_2.xls:2	0.007	69.836	53	99
2_2.xls:3	0.006	74.786	56	110
2_2.xls:4	0.012	70.329	47	108
2_2.xls:5	0.012	78.343	61	111
2_2.xls:6	0.01	77.554	66	99
2_2.xls:7	0.031	50.041	26	107
2_2.xls:8	0.019	62.142	40	105
2_2.xls:9	0.02	62.741	43	112
2_2.xls:10	0.023	66.41	42	108
2_2.xls:11	0.103	50.586	28	114
2_2.xls:12	0.019	64.674	43	105
2_2.xls:13	0.007	80.169	65	106
2_2.xls:14	0.007	82.903	68	111
2_2.xls:15	0.017	70.872	55	105
2_2.xls:16	0.018	66.502	49	89
2_2.xls:17	0.004	90.325	72	125
2_2.xls:18	0.008	91.966	67	120
2_2.xls:19	0.026	78.46	61	121
2_2.xls:20	0.033	59.639	18	107
2_2.xls:21	0.032	65.217	42	112
2_2.xls:22	0.034	68.809	45	111
2_2.xls:23	0.02	65.726	47	99
2_4.xls:1	0.01	110.633	99	139
2_4.xls:2	0.037	76.313	52	145
2_4.xls:3	0.027	68.539	44	124
2_5.xls:1	0.021	113.086	100	128
2_5.xls:2	0.039	73.051	38	133
2_5.xls:3	0.044	57.032	28	117
2_5.xls:4	0.042	62.948	40	112
2_5.xls:5	0.032	57.228	40	110
2_5.xls:6	0.042	67.382	41	138
2_5.xls:7	0.029	95.344	67	136
2_5.xls:8	0.007	117.365	101	138
2_5.xls:9	0.036	90.263	62	124
2_5.xls:10	0.015	94.587	71	122
2_5.xls:11	0.038	81.068	49	125
2_5.xls:12	0.031	68.983	39	126
2_5.xls:13	0.017	78.317	53	119
2_5.xls:14	0.005	128.614	116	140
2_5.xls:15	0.031	72.906	50	124
2_5.xls:16	0.058	83.194	51	136
2_5.xls:17	0.012	110.96	102	126
2_5.xls:18	0.025	104.189	77	140
2_5.xls:19	0.052	78.461	50	115
2_5.xls:20	0.019	110.979	96	139
2_5.xls:21	0.021	99.871	81	147
2_5.xls:22	0.017	101.749	82	135
2_5.xls:23	0.009	116.14	98	149
2_5.xls:24	0.031	99.124	75	135
2_5.xls:25	0.038	80.52	48	129
2_5.xls:26	0.008	95.545	70	123
2_5.xls:27	0.05	58.99	34	105
2_5.xls:28	0.025	92.926	73	120
2_5.xls:29	0.038	97.077	74	141
2_5.xls:30	0.027	106.67	88	138
2_5.xls:31	0.019	108.319	91	146
2_5.xls:32	0.022	110.037	89	139
2_5.xls:33	0.014	114.775	99	135
2_6.xls:1	0.018	87.811	66	127
2_6.xls:2	0.011	85.898	62	122
2_7.xls:1	0.016	114.425	96	151
2_7.xls:2	0.008	101.511	82	131
2_7.xls:3	0.02	89.798	58	155
2_8.xls:1	0.012	86	72	110
2_8.xls:2	0.019	71.463	52	102
2_9.xls:1	0.013	75.534	57	114
2_9.xls:2	0.009	99.547	84	131
2_9.xls:3	0.012	82.916	59	137
2_9.xls:4	0.01	91.052	69	135
2_9.xls:5	0.012	91.971	78	124
2_9.xls:6	0.015	94.036	76	131
2_9.xls:7	0.018	96.021	78	131
2_9.xls:8	0.011	98.595	72	131
2_9.xls:9	0.012	105.506	91	130
2_9.xls:10	0.012	109.487	97	135
2_9.xls:11	0.009	116.037	101	144
2_9.xls:12	0.009	106.765	93	139
2_9.xls:13	0.012	94.969	67	134
2_9.xls:14	0.019	90.24	73	125
2_9.xls:15	0.007	98.042	66	132
4+131_10.xls:1	0.021	72.596	48	113
4+131_10.xls:2	0.026	70.587	43	109
4+131_10.xls:3	0.019	75.013	56	102
4+131_10.xls:4	0.014	92.803	77	115
4+131_10.xls:5	0.006	96.121	86	113
4+131_10.xls:6	0.02	93.984	75	121
4+131_10.xls:7	0.007	108.575	93	126
4+131_10.xls:8	0.011	79.656	63	109
4+131_10.xls:9	0.035	69.193	43	111
4+131_10.xls:10	0.039	66.57	39	106
4+131_10.xls:11	0.008	85.635	66	115
4+131_3.xls:1	0.05	79.149	45	140
4+131_3.xls:2	0.038	80.224	48	135
4+131_3.xls:3	0.03	69.563	39	122
4+131_3.xls:4	0.019	88.083	63	126
4+131_3.xls:5	0.037	69.027	40	127
4+131_3.xls:6	0.03	64.689	42	124
4+131_3.xls:7	0.021	76.767	39	126
4+131_3.xls:8	0.018	72.278	52	110
4+131_3.xls:9	0.036	80.453	60	117
4+131_3.xls:10	0.032	54.307	35	107
4+131_3.xls:11	0.027	76.753	45	114
4+131_3.xls:12	0.015	82.494	47	131
4+131_3.xls:13	0.013	97.016	49	130
4+131_3.xls:14	0.014	87.924	66	118
4+131_3.xls:15	0.019	97.922	60	130
4+131_4.xls:1	0.004	121.452	108	141
4+131_4.xls:2	0.012	111.824	91	142
4+131_4.xls:3	0.005	117.104	103	139
4+131_4.xls:4	0.013	110.898	99	132
4+131_4.xls:5	0.006	113.411	98	133
4+131_4.xls:6	0.015	92.867	69	126
4+131_4.xls:7	0.045	64.314	47	115
4+131_4.xls:8	0.011	71.474	53	113
4+131_4.xls:9	0.003	109.098	87	138
4+131_4.xls:10	0.039	81.947	45	145
4+131_4.xls:11	0.011	96.315	70	131
4+131_4.xls:12	0.031	69.583	38	129
4+131_4.xls:13	0.03	81.448	46	137
4+131_4.xls:14	0.011	94.866	78	134
4+131_4.xls:15	0.03	68.16	43	117
4+131_4.xls:16	0.023	60.135	39	105
4+131_4.xls:17	0.013	100.97	85	136
4+131_4.xls:18	0.029	86.341	55	150
4+131_4.xls:19	0.025	78.234	51	133
